Role,Name,Name Tag,Perk Name,Perk Tag,Desc,Teach Level
Survivant,Jake Park,JP,Saboteur,Saboteur,Débloque le potentiel de repérage d'aura. • Vous voyez les auras dans un rayon de 56 mètres autour du point de ramassage si un survivant est en train d'être transporté. Débloque la capacité de sabotage des crochets sans boîte à outils. • Saboter un crochet sans boîte à outils prend 2.5 secondes. • L'action de sabotage a un temps de recharge de 90/75/60 secondes.,40
Survivant,Nea Karlsson,NK,Atterrissage Équilibré,BalancedLanding,"Votre agilité est incomparable. Lorsque vous tombez de haut, vos réflexes de chat réduisent la durée des étourdissements consécutifs aux chutes de 75 % et le volume des grognements en tombant de 100 %. Vous courez à 150% de votre vitesse normale pendant un maximum de 3 secondes. Provoque l'effet de statut Épuisement pendant 60/50/40 secondes. Impossible d'utiliser Atterrissage équilibré sous l'effet de statut Épuisement. Vous ne vous rétablissez pas de l'effet de statut Épuisement tant que vous courez. ",30
Survivant,Nea Karlsson,NK,Évasion Urbaine,UrbanEvasion,Des années passées à éviter la police vous ont appris pas mal de trucs en matière de furtivité. Votre vitesse de mouvement en position accroupie augmente de 90/95/100 %.,35
Survivant,Nea Karlsson,NK,Ad Augusta Per Angusta,Streetwise,"De longues nuits solitaires vous ont appris à faire beaucoup avec peu de moyens. Réduit la consommation de charge d'un objet de 15/20/25 % pour vous et vos alliés se trouvant dans un rayon de 8 mètres. Une fois hors de portée, cette effet dure pendant 15 secondes.",40
Survivant,Laurie Strode,LS,Dernier Survivant,SoleSurvivor,"Tandis que vos compagnons succombent au tueur les uns après les autres, vous vous isolez de plus en plus, ce qui vous dissimule et perturbe les capacités de repérage d'aura du tueur. Votre aura est invisible pour le tueur dans un rayon maximal de • 20/22/24 mètres par survivant tué ou sacrifié. Augmente vos chances d'être la cible d'obsession du tueur. Le tueur ne peut être obsédé que par un seul survivant à la fois.",30
Survivant,Laurie Strode,LS,Objet d'Obsession,ObjectofObsession,"Un lien surnaturel vous unit au tueur. Si vous regardez dans sa direction, votre lien lui révèle votre aura, tout en vous révélant la sienne.Cet effet s'applique uniquement si vous vous trouvez à l'extérieur du rayon de terreur du tueur. Si vous êtes l'obsession du tueur, cet effet a une portée maximale de 56/64/72 mètres. Sinon, celle-ci est de 44/56/64 mètres. • Augmente vos chance de devenir l'obsession du tueur. • Le tueur ne peut être obsédé que par un survivant à la fois.",35
Survivant,Laurie Strode,LS,Coup Décisif,DecisiveStrike,"Utilisant tout ce que vous avez sous la main, vous poignardez votre agresseur dans une dernière tentative pour vous échapper. Après avoir été libéré du crochet ou vous être libéré vous-même, Coup décisif sera actif et utilisable pendant 40/50/60 secondes. Si le tueur vous attrape quand Coup décisif est actif, réussissez un test d'habilité pour échapper automatiquement à sa poigne et l'étourdir pendant 5 secondes. • Réussir ou rater le test d'habilité de Coup décisif désactivera Coup décisif. • Si vous parvenez à étourdir le tueur, vous en deviendrez l'obsession. Augmente vos chances d'être la cible d'obséssion du tueur. Le tueur ne peut être obsédé que par un survivant à la fois.",40
Survivant,Ace Visconti,AV,Le Cœur Sur La Main,OpenHanded,Renforce vos capacités de repérage d'auras et celles de votre équipe. • Augmente la portée du repérage d'auras de 4/6/8 mètres.,30
Survivant,Ace Visconti,AV,Augmenter La Mise,UptheAnte,"Tout ce terminera bien, vous le sentez. Votre confiance en vous ravive l'espoir de ceux qui se trouvent autour de vous. Confère 1/2/3 % de bonus de chance à tous les survivants, pour chaque survivant encore en vie.",35
Survivant,Ace Visconti,AV,Un Ace Dans La Manche,AceintheHole,"Dame Fortune semble vous choyer en permanence. Quand vous trouvez un objet dans un coffre, il y a 100 % de chances qu'un accessoire très rare ou inférieur y soit attaché. 10/25/50 % de chances de trouvez un accessoire peu commun ou inférieur. En vous échappant, conservez tous les accessoires de votre objet.",40
Survivant,W. Bill Overbeck,BO,Laissé Pour Mort,LeftBehind,"Débloque le potentiel de repérage d'aura d'une personne. Si vous êtes le dernier survivant lors de la partie, vous pouvez voir l'aura de la trappe jusqu’à 24/28/32 mètres.",30
Survivant,W. Bill Overbeck,BO,Sur La Réserve,BorrowedTime,"Une énergie insoupçonnée vous remplit en sauvant un allié d'un crochet si vous vous tenez dans le rayon de terreur du tueur. Après avoir décroché un survivant dans le rayon de terreur du tueur, il bénéficie de l'effet de statut Endurance pendant 15 seconds, Tous les dégâts qui auraient placé le survivant décroché en état critique déclenchent à la place une Blessure profonde. Le survivant a 10/15/20 secondes pour s'auto-suturer. Le survivant décroché passe immédiatement en état critique s'il subit des dégâts durant Blessure profonde ou si le chronomètre de Blessure profonde arrive à expiration.",35
Survivant,W. Bill Overbeck,BO,Indéfectible,Unbreakable,"Votre expérience du combat vous a appris quelques précieuses leçons sur comment survivre. Une fois par partie, vous avez la capacité de vous rétablir entièrement de l'état critique. Augmente la vitesse de récupération de l'état critique de 25/30/35 %.",40
Survivant,Feng Min,FM,Technicien,Technician,"Vous êtes capables de manier des machines avec la plus grande précision et attention. Le bruit occasionné par vos réparations et la distance à laquelle ils peuvent être perçus sont réduits de 8 mètres. Si le test d'habileté pour la réparation échoue, il y a 30% de chances que l'explosion du générateur soit évitée.",30
Survivant,Feng Min,FM,Souple,Lithe,"Après un saut précipité, vous courez à 150% de votre vitesse normale pendant un maximum de 3 secondes. Provoque épuisement pendant 60 secondes. Souple ne peut pas être utilisé pendant Epuisement. Vous ne récupérez pas de l'effet Epuisement tant que vous courez. ",35
Survivant,Feng Min,FM,Vigilant,Alert,"Vos sens aiguisés sont en alerte. Lorsque le tueur casse quelque chose, il vous est révélé pendant 3 secondes.",40
Survivant,David King,DK,Nous Vivrons Eternellement,WereGonnaLiveForever,"Le peu d'amis que vous avez méritent la meilleure protection possible. A chaque fois que vous effectuez un décrochage sécuritaire ou que vous encaissez un coup pour protéger un survivant, vous recevez 25% de bonus cumulable sur tous vos gains de points de sang jusqu'à un maximum de 50%. Vous recevrez les points de sang qu'après la partie.",30
Survivant,David King,DK,Drôlement dur,DeadHard,"Compétence active. Vous êtes plus solide que vous ne le pensez. Lorsque vous êtes blessé, vous puisez dans vos réserves d'adrénaline pour vous élancer vers l'avant et éviter les dégâts. Appuyez sur le bouton de Capacité active en courant pour sprinter vers l'avant. Durant le sprint, vous évitez les dégâts. Inflige l'effet de statut Epuisement pendant 60 secondes. Vous ne récupérez pas de l'effet de statut Epuisement en courant. ",35
Survivant,David King,DK,Pas Envie,NoMither,Vous êtes affecté par l'effet de statut Brisé pendant toute la durée de la partie. Votre sang épais coagule presque instantanément. Vous ne laissez pas de flaques de sang. Les gémissements de douleur dus aux blessures sont toujours réduits de 0%. Vous accorde la possibilité de récupérer pleinement d'un état critique. ,40
Survivant,Quentin Smith,ES,Debout !,WakeUp,"Débloque le potentiel de repérer les auras. Une fois que tous les générateurs ont été activés, les portes de sortie vous sont révélées à une portée de 128 mètres. Votre aura est révélée aux autres survivants jusqu'à 128 mètres lorsque vous ouvrez les portes de sortie. Lorsque Debout ! est actif, vous ouvrez les portes de sorties 5% plus rapidement.",30
Survivant,Quentin Smith,ES,Pharmacie,Pharmacy,"Vous avez un don pour trouver des médicaments. Vous fouillez les coffres 40% plus rapidement, et le bruit occasionné ainsi que la distance à laquelle il peut être perçu sont réduits de 8 mètres. Pharmacie vous permet de trouver une trousse de soins d'urgence à coup sûr dans le premier coffre entièrement fouillé.",35
Survivant,Quentin Smith,ES,Vigil,Vigil,"Vous veillez sur vos amis même dans les situations les plus rudes. Vous, et vos alliés dans un rayon de 8 mètres, récupérez des effets de statut Epuisement, Hémorragie, Estropiement, Entrave et Aveuglement 10% plus rapidement. Une fois hors de portée, cet effet dure pendant 15 secondes. ",40
Survivant,David Tapp,FS,Ténacité,Tenacity,Rien ne vous arrête. Votre incroyable ténacité dans les situations difficiles vous permet de ramper 30% plus vite tout en récupérant.,30
Survivant,David Tapp,FS,Intuition De L'Inspecteur,DetectivesHunch,"Débloque le potentiel de repérage d'aura d'une personne. Quand un générateur est terminé, l'aura des générateurs, des coffres et des totems dans un rayon de 32 mètres vous est révélée pendant 10 secondes. Si vous détenez une carte qui peut suivre les objectifs, les générateurs, les coffres et les totems révélés par Intuition de l'inspecteur y sont ajoutés.",35
Survivant,David Tapp,FS,En Planque,StakeOut,"Votre détermination augmente quand vous vous rapprochez du tueur. A chaque fois que vous passez 15 secondes dans le rayon de terreur du tueur sans être poursuivi, vous gagnez un jeton (jusqu'à 4 jetons maximum). Quand En planque bénéficie d'au moins 1 jeton, les Bons tests d'habileté sont considérés comme d'Excellents tests d'habileté, ils consomment 1 jeton et octroient un bonus supplémentaire d'1% à la progression de réparation du générateur.",40
Survivant,Kate Denson,GS,Danse Avec Moi,DanceWithMe,"Lors d'un saut d'obstacle rapide ou si vous quittez un casier en vitesse, vous ne laissez pas de marques d'éraflure pendant 3 secondes. Danse avec moi a un temps de récupération de 60 secondes.",30
Survivant,Kate Denson,GS,Parfaite Occasion,WindowsofOpportunity,"Débloque le potentiel de repérage d'aura. L'aura des palettes, des murs destructibles et des sauts d'obstacles vous est révélée dans un rayon de 20 mètres. Parfaite occasion a un temps de récupération de 30 secondes lorsque vous faites tomber une palette ou lors d'un saut d'obstacles pendant une poursuite. ",35
Survivant,Kate Denson,GS,Effusion,BoilOver,Vous êtes un battant et faites votre possible pour vous sortir des griffes du tueur. Vos effets de lutte contre le tueur sont augmentés de 25%. Vous obscurcissez la capacité du tueur à voir l'aura des crochets sur 10 mètres.,40
Survivant,Adam Francis,HS,Diversion,Diversion,"Compétence pouvant être activée. Se trouver dans le rayon de terreur du tueur lorsqu'il n'y a pas de poursuite pendant 45 secondes active Diversion. Une fois Diversion activée, appuyez sur le bouton de capacité active en étant accroupi et immobile afin de jeter un caillou, qui crée une distraction pour le tueur, à une distance de 10 mètres. Le chrono de la compétence est réinitialisé après l'activation de la capacité. Détail de la distraction : alerte par un fort bruit et des marques d'éraflures.",30
Survivant,Adam Francis,HS,Libération,Deliverance,"Après avoir réalisé le décrochage sécuritaire d'un autre survivant, Libération s'active. Vous avez désormais 100% de chances de vous décrocher vous-même lors d'une tentative d'évasion. Une Libération du crochet réussie déclenche l'effet de statut Brisé pendant 100 secondes. ",35
Survivant,Adam Francis,HS,Autodidacte,Autodidact,"Vous commencez la partie avec -25% de malus de progression pour les tests d'habileté à soigner les survivants. Chaque fois que vous réussissez un test d'habileté en soignant un survivant, vous recevez un jeton, jusqu'à un maximum de 3 jetons. Chaque jeton vous confère +15% de progression bonus lorsque vous réussissez un test d'habileté en soignant les survivants. Les excellents tests d'habileté ne peuvent pas être réalisés lorsque vous utilisez Autodidacte. Autodidacte n'est pas actif lorsque vous utilisez une trousse de premiers soins. ",40
Survivant,Jeff Johansen,KS,Dépression,Breakdown,"Chaque fois que vous êtes libéré d'un crochet (en vous échappant ou en étant secouru), ce dernier se brise et vous pouvez voir l'aura du tueur pendant 4 secondes. ",30
Survivant,Jeff Johansen,KS,Convalescence,Aftercare,Débloque la capacité à voir les auras. Vous voyez l'aura de tout survivant : que vous sauvez ou qui vous sauve d'un crochet et que vous soignez ou qui vous soigne. Le survivant voit lui aussi votre aura. Vous pouvez faire cela avec un maximum de 1 survivant. Tous les effets de cette compétence sont réinitialisés quand le tueur vous suspend à un crochet. ,35
Survivant,Jeff Johansen,KS,Distorsion,Distortion,"Vous commencez la partie avec 3 jetons. Quand votre aura devrait être visible par le tueur, Distorsion s'active et un jeton est consommé. Durant les 6 prochaines secondes, tant que Distorsion est activée, votre aura et vos marques d'éraflures ne peuvent être détectées par le tueur. Distorsion ne peut être activée lorsque vous êtes dans un état critique ou pris dans un piège. ",40
Survivant,Jane Romero,MS,Solidarité,Solidarity,"Partager des expériences douloureuses a un pouvoir curatif. Quand vous êtes blessé, soigner un survivant sans trousse de soins vous soigne également à un taux de conversion de 40%.",30
Survivant,Jane Romero,MS,Assurance,Poised,"Atteindre des objectifs renforce votre confiance. Quand un générateur est réparé, vous ne laissez aucune marque d'éraflures pendant 6 secondes.",35
Survivant,Jane Romero,MS,De Front,HeadOn,"Quand vous avez décidé de faire quelque chose, mieux vaut ne pas se mettre en travers de votre route. Après 3 secondes à l'intérieur d'un casier, Détermination s'active. Tant que Détermination est active, effectuez une action précipitée en sortant du casier pour utiliser Détermination. Si le tueur se tient dans la portée d'effet de Détermination, il est étourdi pendant 3 secondes. Provoque l'effet de statut Epuisement pendant 40 secondes. Détermination ne peut pas être utilisé quand vous êtes épuisé. Vous ne récupérez pas de l'effet de statut Epuisement pendant que vous courez. Détermination ne peut pas être utilisé si votre arrêt prolongé a attiré des corbeaux.",40
Survivant,Ash Williams,AW,Gigoteur,FlipFlop,"Vous possédez la capacité improbable d'échapper à l'inévitable. En état critique 50% de vos progrès de récupération sont convertis en progrès de gigotement quand le tueur vous saisit, jusqu'à un maximum de 40% de progrès de gigotement au total. ",30
Survivant,Ash Williams,AW,Accrochez-vous,BuckleUp,"Renforce la capacité de repérage d'auras. Le stade de récupération des survivants en état critique peut être déterminé par l'intensité de leur aura à une distance maximale de 48 mètres. Quand vous aidez un survivant à passer de l'état critique à blessé, le survivant et vous-même voyez l'aura du tueur pendant 4 secondes. ",35
Survivant,Ash Williams,AW,Force De Caractère,MettleofMan,"Le mal parvient toujours a vous trouver. Force de caractère s'active après avoir pris un coup pour protéger un survivant 3 fois. Une fois la compétence activée, la prochaine attaque qui devait vous passer d'un état blessé à un état critique est ignorée. La prochaine fois que vous récupérerez 100% de votre santé, votre aura sera détectée par le tueur si vous êtes à plus de 12 mètres de lui. Force de caractère sera desactivée la prochaine fois que vous serez en état critique. Augmente vos chances de devenir l'obsession du tueur. Le tueur ne peut être obsédé que par un obsédé que par un survivant à la fois. ",40
Survivant,Nancy Wheeler,QF,Mieux Ensemble,BetterTogether,Vous cherchez la justice et la vérité sans tenir compte des obstacles. L'aura du générateur que vous êtes en train de réparer apparaît à tous les autres survivants situés à moins de 32 mètres. Si le tueur met à terre un survivant pendant que vous réparez un générateur vous voyez l'aura de tous les autres survivants pendant 8 secondes. ,30
Survivant,Nancy Wheeler,QF,Obnubilé,Fixated,"Quand vous avez un objectif en tête, vous n'y renoncez pas : mieux vaut demander pardon que la permission. Vous pouvez voir vos propres marques d'éraflure en permanence. Tant que vous n'êtes pas blessé vous marchez 10% plus vite. ",35
Survivant,Nancy Wheeler,QF,Force Intérieure,InnerStrength,"Vous vous concentrez sur vous-même et faites confiance à votre instinct quand vous vous sentez seul et perdu. Chaque fois que vous purifiez un totem, Force Intérieure s'active. Si vous avez déjà l'effet de statut Brisé, Force intérieure ne s'active pas. Tant que force intérieure est activée, se cacher dans un casier pendant 10 secondes en étant blessé vous soignera automatiquement de blessé à en forme. Force Intérieure se désactive dès cela fait.",40
Survivant,Steve Harrington,QM,Baby-Sitter,Babysitter,"Bien que vous ayez la réputation d'être égocentrique, vous risquez tout pour aider ceux dans le besoin. Lorsque vous libérez un survivant d'un crochet, il ne laisse pas de marque d'éraflure ni de traînée de sang pendant 4 secondes. Vous voyez l'aura du tueur et il voit la votre pendant 4 secondes. ",30
Survivant,Steve Harrington,QM,Camaraderie,Camaraderie,"La vie vous a appris l'importance de l'amitié ce qui vous a rendu plus fort. Tant que vous êtes sur le crochet pendant la phase de lutte, Camaraderie s'active. Si un autre survivant se tient à 16 mètres de vous pendant que Camaraderie est activée, le chronomètre de crochet est mis en pause pendant 26 secondes. ",35
Survivant,Steve Harrington,QM,Second Souffle,SecondWind,"Après avoir soigné l'équivalent d'un état de santé chez les autres survivants, Second Souffle s'active. Si vous êtes déjà sous l'effet de statut Brisé, Second souffle ne s'active pas. Tant que seconde souffle est activé, votre libération suivante d'un crochet, avec ou sans aide, vous place sous l'effet de statut Brisé. Après une durée totale de 34 secondes, Second Souffle ous soigne automatiquement de blessé à en forme. Second souffle se désactive dès que vous êtes en forme ou si vous tombez en état critique avant que Second souffle termine avec succès son activation. Vous perdez l'effet de statut Brisé. ",40
Survivant,Yui Kimura,SS,Coup De Chance,LuckyBreak,"Vous avez encaissé votre lot de oups et de bleus, mais la chance a toujours été de votre côté. Coup de chance s'active quand vous êtes blessé. Vous ne laissez pas de traces de sang pendant un total de 120 secondes. Une fois cette durée écoulée, Coup de chance est désactivée de manière permanente pour le reste de la partie. ",30
Survivant,Yui Kimura,SS,Par Tous Les Moyens,AnyMeansNecessary,"Vous vous battez pour vous-même, utilisant tout ce qui vous passe par la main pour avoir l'avantage. Appuyez et maintenez le bouton de capacité pendant 4 secondes à côté d'une palette lâchée pour la réinitialiser en position verticale. Par tous les moyens a un temps de recharge de 140 secondes. ",35
Survivant,Yui Kimura,SS,Fugue,Breakout,"Quand quelqu'un a des problèmes, vous vous donnez à fond et vous pousse les autres à surmonter les obstacles. A 6 mètres maximum d'un survivant transporté, vous bénéficiez de l'effet de statut Rapidité, votre vitesse de mouvement augmente de 5% et la vitesse de gigotement du survivant transporté augmente de 20%.",40
Survivant,All,All,Sentiment Obscur,DarkSense,"Débloque le potentiel de repérage d'aura d'une personne. Chaque fois qu'un générateur est réparé, l'aura du tueur vous est révélée pendant 5 secondes. Lorsque le dernier générateur est mis sous tension, l'aura du tueur vous est révélée pendant 10 secondes",
Survivant,All,All,Déjà-Vu,DejaVu,"Débloque une capacité de repérage d'aura. La paranoïa, associer à la peur de l'échec, vous aide à ne pas répéter les mêmes erreurs. Les auras de 3 générateurs proches les uns des autres vous sont révélées pendant 60 secondes. Si vous tenez une carte permettant de localiser les générateurs, ceux révélés pas Déjà-vu sont ajoutes à la carte.",
Survivant,All,All,Espoir,Hope,"Les perspectives d'évasion réussie vous comblent d'espoir et vous donnent des ailes. Dès que le courant électrique des portes de sortie est rétabli, vous recevez un effet de statut Rapidité de 7% pendant 120 secondes.",
Survivant,All,All,Parenté,Kindred,"Débloque une capacité de repérage d'auras. Quand vous êtes sur le crochet, toutes les auras de survivants sont aux autres survivants. Si le tueur se trouve dans un rayon de 16 mètres, son aura est révélée à tous les survivants. Quand un survivant autre que vous est suspendu au crochet, vous voyez l'aura de tous les autres survivants. Si le tueur se trouve dans un rayon de 16 mètres du survivant suspendu, vous voyez l'aura du tueur. ",
Survivant,All,All,Poids Plume,Lightweight,Votre foulée souple et légère rend vos traces difficiles à pister. Les empreintes restent visibles 3 secondes de moins que la normale.,
Survivant,All,All,On N'Abandonne Personne,NoOneLeftBehind,"Il est impensable d'abandonner quelqu'un. Quand l'une des portes de sortie s'ouvre, vous bénéficiez des effets suivants : - 100% de point de sang supplémentaires pour soigner ou décroché d'autres survivants. - Bonus de 50% à la vitesse d'action pour soigner ou décrocher d'autres survivants.- Vous voyez l'aura de tous les autres survivants.",
Survivant,All,All,Instinct De Pillard,PlunderersInstinct,Débloque le potentiel de repérage d'aura. L'aura des coffres fermés et des objets de l'environnement vous est révélée quand ils se trouvent dans un rayon de 32 mètres. Augmente considérablement les chances de trouver un article de grande rareté dans les coffres.,
Survivant,All,All,Prémonition,Premonition,Vous avez un indéniable talent pour sentir le danger. Recevez un avertissement sonore quand vous regardez dans la direction du tueur dans un cône de 45 degrés et dans un rayon de 36 mètres. Prémonition a un temps de recharge de 30 secondes à chaque activation.,
Survivant,All,All,Résistance,Resilience,"Vous êtes proactif dans les situations d'urgences. Alloue 9% de vitesse supplémentaire au réparations, sabotages, soins, décrochages, sauts d'obstacles, nettoyages, ouvertures des portes de sortie et recherches quand vous êtes blessé.",
Survivant,All,All,Viande Glissante,SlipperyMeat,Vous avez développé une technique efficace pour vous libérer des pièges à ours et des crochets. -Augmente de 3 le nombre de tentatives pour se libérer du crochets. - Les chances de vous libérer des pièges à ours augmentent de 25%.,
Survivant,All,All,Petit Gibier,SmallGame,Vous avez un indéniable talent pour sentir le danger. Recevez un avertissement sonore quand vous regardez dans la direction d'un piège ou un totem du tueur dans un cône de 45 degrés et dans un rayon de 12 mètres. Petit Gibier a un temps de rechargement de 10 secondes à chaque activation. Fonctionne seulement avec les pièges posés par le tueur.,
Survivant,All,All,Frisson ,SpineChill,"Un frisson surnaturel vous avertit d'un danger imminent. Vous êtes informé quand le tueur regarde directement dans votre direction et qu'il se trouve à moins de 36 mètres. Tant que frisson est actif, vous avez 10% de chances supplémentaires de générer un test d'habileté avec des zones de succès réduites de 10%. Tant que frisson est actif, vos vitesses de réparation, de sabotage, de soins, de décrochage, de saut d'obstacles, de purification, d'ouverture de porte de sortie et de fouille augmentent de 6%.",
Survivant,All,All,Ce N'est Pas En Train D'arriver,ThisIsNotHappening,"Vous êtes plus performant sous pression. Les zones de succès des tests d'habileté excellents des réparations, soins et sabotages sont élargies de 30% quand vous êtes blessé.",
Survivant,All,All,Nous Y Arriverons,WellMakeIt,"Aider les autres vous remonte le moral. Pour chaque Survivant sauvé d'un crochet, vous gagnez 100% d'augmentation de la vitesse de soins lorsque vous soignez les autres, et ce pendant 90 secondes. Le cumul des bonus de soins ne peut pas excéder 100%.",
Tueur,Trapper,TR,Présence Perturbante,UnnervingPresence,"Votre seule présence inspire la peur. Les survivants qui se trouvent dans votre rayon de terreur ont 10% de chances supplémentaires d'activer des tests d'habileté lors des réparations, soins et sabotages. Les zones de succès sont réduites de 40%.",30
Tueur,Trapper,TR,Force Brute,BrutalStrength,"Votre force immense vous permet de réduire en lambeaux les défenses de vos proies. Détruisez les palettes lâchées, les murs qui peuvent l'être et les générateurs 10% plus vite.",35
Tueur,Trapper,TR,Agitation,Agitation,"Vous êtes tout excité à l'idée de suspendre votre proie. Augmente votre vitesse quand vous transportez un corps de 6%. Pendant le transport du corps, votre rayon de terreur augmente de 12 mètres. ",40
Tueur,Wraith,WR,Prédateur,Predator,Votre capacité de pistage développée vous permet de prendre la direction des traces laissées par les survivants en fuite. Les marques d'éraflure laissées par les survivants apparaîtront légèrement plus proches l'une de l'autre.,30
Tueur,Wraith,WR,Chien De Sang,Bloodhound,"Tel un chien de chasse, vous flairez les traces de sang à grande distance. Les traces de sang frais sont considérablement plus visibles et peuvent être suivies pendant 2 secondes de plus que la normale. ",35
Tueur,Wraith,WR,Résistance À L'Obscurité,Shadowborn,Vous avez une vue perçante dans l'obscurité. Votre champ de vision est supérieur à la normale de 9 degrés. Ne se cumule pas avec les autres améliorations du champ de vision. ,40
Tueur,Hillbilly,HB,Tenace,Enduring,Vous êtes résistant à la douleur. Vous réduisez la durée des étourdissements par palette de 40%.,30
Tueur,Hillbilly,HB,Résistance À La Lumière,Lightborn,"Contrairement aux autres créatures de la brume, vous n'êtes plus aussi sensible à la lumière. La résistance à l'aveuglement augmente de 60%. La récupération suite à un aveuglement augmente de 50%.",35
Tueur,Hillbilly,HB,Réparateur,Tinkerer,"Lorsqu'un générateur est réparé à 85%, un fort avertissement sonore est déclenché et vous bénéficiez de l'effet de statut Indétectable pendant 8 secondes. ",40
Tueur,Nurse,NR,Stridor,Stridor,Vous êtes extrêmement sensible à la respiration de votre proie. La respiration des survivants en difficulté est 25% plus forte et la respiration normale est 0% plus forte. ,30
Tueur,Nurse,NR,Thanatophobie,Thanatophobia,"Leur courage s'évanouit face à leur inéluctable trépas. Pour chaque survivant blessé, en état critique ou suspendu à un crochet, tous les survivants reçoivent une pénalité de 3%, jusqu'à un maximum de 12%, au temps de réparation, aux soins et au sabotage.",35
Tueur,Nurse,NR,Vocation De L'Infirmière,AnursesCalling,Débloque une capacité de repérage d'auras. Les auras des survivants qui donnent des soins ou en reçoivent vous sont révélées dans un rayon de 20 mètres. ,40
Tueur,Myers,SH,Gardons Le Meilleur Pour La Fin,SavetheBestforLast,Vous devenez obsédé par un survivant. Vous obtenez un jeton pour chaque attaque de base portée qui n'est pas infligée à votre obsession. Chaque jeton octroie une réduction cumulable de 5% sur la récupération des attaques de base réussies et vous pouvez engranger jusqu'à 8 jetons. Frapper votre obsession avec une attaque de base vous fera perdre 4 jetons. Vous ne pouvez plus gagner de jetons si votre obsession est sacrifiée ou tuée. Le tueur ne peut être obsédé que par un survivant à la fois. ,30
Tueur,Myers,SH,Jouer Avec La Nourriture,PlaywithYourFood,"Vous devenez obsédé par un survivant. Chaque fois que vous chassez la cible de votre obsession et que vous la laissez s'échapper vous recevez un jeton, jusqu'à un maximum de 3 jetons. Chaque jeton augmente votre vitesse de déplacement de 5%. Chaque action offensive consomme un jeton. Le tueur ne peut être obsédé que par un survivant à la fois. ",35
